,Chave do item,ID do item,Chave do projeto,Prioridade,Solicitante,Responsável,Campo personalizado (Enviado para N2),Criado,Atualizado,Campo personalizado (Ambiente),Campo personalizado (Categoria),Campo personalizado (Client ID)
1319,PLAT-73303,73303,PLAT,Low,Agent55,Analist2,11/06/24 1:33 PM,11/06/24 1:33 PM,13/06/24 9:18 AM,Product 4,Category5,768
1320,PLAT-90690,90690,PLAT,Low,Agent12,Analist6,11/06/24 1:14 PM,11/06/24 1:14 PM,11/06/24 2:20 PM,Product 4,Category11,729
1321,PLAT-18355,18355,PLAT,Low,Agent26,Analist14,11/06/24 12:49 PM,11/06/24 12:49 PM,11/06/24 4:21 PM,Product 4,Category3,2323
1322,PLAT-58208,58208,PLAT,Low,Agent48,Analist5,11/06/24 1:04 PM,11/06/24 12:45 PM,12/06/24 1:06 PM,Product 4,Category1,2010
1323,PLAT-68987,68987,PLAT,Low,Agent41,Analist14,11/06/24 12:26 PM,11/06/24 12:26 PM,11/06/24 5:04 PM,Product 4,Category36,147
1324,PLAT-22893,22893,PLAT,Low,Agent26,Analist9,11/06/24 12:11 PM,11/06/24 12:11 PM,24/06/24 3:58 PM,Product 4,Category36,2044
1325,ROUT-22090,22090,ROUT,Medium,Agent31,Analist72,11/06/24 12:07 PM,11/06/24 12:07 PM,13/06/24 3:00 PM,Product 4,Category4,844
1326,SITE-13713,13713,SITE,High,Agent27,Analist10,11/06/24 12:03 PM,11/06/24 12:03 PM,20/06/24 2:58 PM,Product 4,Category62,1439
1327,PLAT-94830,94830,PLAT,Medium,Agent28,Analist6,11/06/24 11:40 AM,11/06/24 11:40 AM,26/06/24 4:15 PM,Product 4,Category59,977
1328,ROUT-57059,57059,ROUT,Low,Agent7,Analist12,11/06/24 12:01 PM,11/06/24 11:34 AM,12/06/24 8:19 AM,Product 4,Category0,1995
1329,ROUT-48235,48235,ROUT,Highest,Agent28,Analist21,11/06/24 11:32 AM,11/06/24 11:32 AM,21/06/24 3:43 PM,Product 4,Category7,509
1330,NET-74913,74913,NET,Medium,Agent21,Analist6,13/06/24 3:00 PM,11/06/24 11:32 AM,14/06/24 4:45 PM,Product 4,Category37,2263
1331,ROUT-17934,17934,ROUT,Low,Agent2,Analist73,11/06/24 11:25 AM,11/06/24 11:25 AM,13/06/24 3:46 PM,Product 4,Category0,1083
1332,ROUT-29873,29873,ROUT,Medium,Agent26,Analist12,11/06/24 11:06 AM,11/06/24 11:06 AM,12/06/24 12:10 PM,Product 4,Category4,1525
1333,SITE-54557,54557,SITE,Low,Agent37,Analist10,11/06/24 11:32 AM,11/06/24 10:47 AM,25/06/24 8:12 AM,Product 4,Category7,2250
1334,ROUT-07016,07016,ROUT,Medium,Agent30,Analist12,11/06/24 10:26 AM,11/06/24 10:26 AM,11/06/24 3:45 PM,Product 4,Category0,1631
1335,ROUT-16376,16376,ROUT,Low,Agent41,Analist12,11/06/24 10:23 AM,11/06/24 10:23 AM,18/06/24 11:18 AM,Product 4,Category4,1228
1336,PLAT-64197,64197,PLAT,Low,Agent21,Analist8,13/06/24 11:00 AM,11/06/24 10:20 AM,14/06/24 2:45 PM,Product 4,Category5,176
1337,SITE-11404,11404,SITE,Low,Agent36,Analist10,11/06/24 10:18 AM,11/06/24 10:18 AM,12/06/24 12:03 PM,Product 4,Category14,1927
1338,NET-07343,07343,NET,Medium,Agent11,Analist17,11/06/24 10:16 AM,11/06/24 10:16 AM,12/06/24 3:52 PM,Product 4,Category23,1036
1339,ROUT-07135,07135,ROUT,Low,Agent24,Analist47,11/06/24 10:15 AM,11/06/24 10:15 AM,25/06/24 3:29 PM,Product 4,Category4,483
1340,PLAT-18233,18233,PLAT,Low,Agent36,Analist1,11/06/24 9:45 AM,11/06/24 9:45 AM,14/06/24 12:12 PM,Product 4,Category84,91
1341,PLAT-24883,24883,PLAT,Low,Agent26,Analist29,12/06/24 10:03 AM,11/06/24 9:42 AM,14/06/24 9:44 AM,Product 4,Category20,1271
1342,CONN-0749,0749,CONN,High,Agent49,Analist22,11/06/24 9:39 AM,11/06/24 9:39 AM,11/06/24 9:40 AM,Product 4,Category55,899
1343,ROUT-94332,94332,ROUT,Low,Agent29,Analist0,11/06/24 9:46 AM,11/06/24 9:37 AM,12/06/24 5:03 PM,Product 4,Category13,2334
1344,SITE-17514,17514,SITE,Medium,Agent11,Analist10,11/06/24 6:21 PM,11/06/24 9:29 AM,17/06/24 2:09 PM,Product 4,Category3,204
1345,BASE-72032,72032,BASE,Medium,Agent50,Analist32,11/06/24 8:23 AM,11/06/24 8:23 AM,24/06/24 8:42 AM,Product 4,Category57,471
1346,BASE-99402,99402,BASE,Medium,Agent22,Analist50,11/06/24 7:01 AM,11/06/24 7:01 AM,11/06/24 6:02 PM,Product 4,Category10,504
1347,PLAT-59538,59538,PLAT,Low,Agent32,Analist14,28/06/24 8:08 AM,11/06/24 3:21 AM,28/06/24 9:13 AM,Product 4,Category7,308
1348,PLAT-93215,93215,PLAT,Low,Agent32,Analist1,11/06/24 10:19 AM,11/06/24 2:14 AM,11/06/24 5:50 PM,Product 4,Category14,33
1349,PLAT-40066,40066,PLAT,Low,Agent33,Analist11,11/06/24 9:40 AM,11/06/24 12:07 AM,11/06/24 3:10 PM,Product 4,Category39,1230
1350,PLAT-09191,09191,PLAT,Low,Agent56,Analist11,11/06/24 9:41 AM,10/06/24 11:06 PM,11/06/24 10:27 AM,Product 4,Category44,1866
1351,PLAT-47896,47896,PLAT,Low,Agent56,Analist9,17/06/24 11:47 AM,10/06/24 10:50 PM,18/06/24 4:21 PM,Product 4,Category38,1550
1352,PLAT-05020,05020,PLAT,Low,Agent69,Analist6,11/06/24 7:08 PM,10/06/24 9:37 PM,12/06/24 8:27 AM,Product 4,Category7,1841
1353,PLAT-69691,69691,PLAT,Low,Agent23,Analist0,14/06/24 2:44 PM,10/06/24 9:29 PM,22/06/24 9:12 AM,Product 4,Category76,1873
1354,PLAT-39550,39550,PLAT,Low,Agent23,Analist0,15/06/24 6:13 AM,10/06/24 9:07 PM,17/06/24 2:38 PM,Product 4,Category76,833
1355,PLAT-12558,12558,PLAT,Low,Agent23,Analist14,10/06/24 8:40 PM,10/06/24 8:40 PM,11/06/24 8:50 AM,Product 4,Category85,650
1356,ROUT-07982,07982,ROUT,Low,Agent6,Analist12,11/06/24 9:39 AM,10/06/24 7:14 PM,12/06/24 6:28 PM,Product 4,Category0,1101
1357,PLAT-13222,13222,PLAT,Low,Agent35,Analist9,10/06/24 7:11 PM,10/06/24 7:11 PM,11/06/24 11:14 AM,Product 4,Category65,1820
1358,PLAT-52201,52201,PLAT,Low,Agent6,Analist8,18/06/24 8:28 AM,10/06/24 7:02 PM,19/06/24 12:30 PM,Product 4,Category5,660
1359,PLAT-24091,24091,PLAT,Low,Agent6,Analist2,11/06/24 6:03 PM,10/06/24 6:57 PM,12/06/24 3:12 PM,Product 4,Category40,1770
1360,PLAT-35910,35910,PLAT,Low,Agent3,Analist14,10/06/24 7:06 PM,10/06/24 6:54 PM,12/06/24 9:57 AM,Product 4,Category3,633
1361,ROUT-77940,77940,ROUT,Low,Agent6,Analist8,17/06/24 8:51 AM,10/06/24 6:47 PM,17/06/24 9:34 AM,Product 4,Category0,2307
1362,PLAT-91558,91558,PLAT,Low,Agent6,Analist8,12/06/24 9:15 AM,10/06/24 6:42 PM,12/06/24 9:37 AM,Product 4,Category6,50
1363,ROUT-43624,43624,ROUT,Low,Agent6,Analist12,26/06/24 9:21 AM,10/06/24 6:40 PM,26/06/24 3:06 PM,Product 4,Category0,1981
1364,PLAT-23526,23526,PLAT,Lowest,Agent2,Analist2,11/06/24 9:43 AM,10/06/24 6:39 PM,17/06/24 9:56 AM,Product 4,Category28,2185
1365,PLAT-25519,25519,PLAT,Low,Agent36,Analist3,10/06/24 6:12 PM,10/06/24 6:12 PM,27/06/24 10:45 AM,Product 4,Category5,2178
1366,ROUT-92825,92825,ROUT,Low,Agent5,Analist2,17/06/24 11:16 AM,10/06/24 6:12 PM,17/06/24 12:58 PM,Product 4,Category13,914
1367,PLAT-05535,05535,PLAT,Low,Agent69,Analist14,20/06/24 9:37 AM,10/06/24 6:07 PM,20/06/24 9:48 AM,Product 4,Category7,116
1368,CONN-3091,3091,CONN,Medium,Agent11,Analist22,10/06/24 6:04 PM,10/06/24 6:04 PM,26/06/24 11:45 AM,Product 4,Category10,810
1369,PLAT-68216,68216,PLAT,Low,Agent2,Analist74,11/06/24 10:02 AM,10/06/24 5:57 PM,11/06/24 11:24 AM,Product 4,Category32,1123
1370,PLAT-50184,50184,PLAT,Medium,Agent5,Analist2,13/06/24 1:54 PM,10/06/24 5:54 PM,17/06/24 9:30 AM,Product 4,Category5,1509
1371,SITE-88428,88428,SITE,Low,Agent4,Analist10,19/06/24 10:19 AM,10/06/24 5:37 PM,25/06/24 4:33 PM,Product 4,Category40,1183
1372,PLAT-57012,57012,PLAT,Low,Agent36,Analist2,10/06/24 5:31 PM,10/06/24 5:31 PM,11/06/24 8:21 AM,Product 4,Category7,1961
1373,DATA-57700,57700,DATA,Medium,Agent38,Analist14,13/06/24 9:59 AM,10/06/24 5:18 PM,13/06/24 11:55 AM,Product 4,Category47,226
1374,SITE-77577,77577,SITE,Low,Agent7,Analist10,11/06/24 9:36 AM,10/06/24 5:14 PM,17/06/24 8:52 AM,Product 4,Category90,1695
1375,PLAT-47920,47920,PLAT,Low,Agent40,Analist6,14/06/24 9:31 AM,10/06/24 5:05 PM,14/06/24 9:44 AM,Product 4,Category2,1635
1376,SITE-25001,25001,SITE,Low,Agent19,Analist0,10/06/24 5:03 PM,10/06/24 5:03 PM,12/06/24 11:16 AM,Product 4,Category14,1561
1377,PLAT-53486,53486,PLAT,Low,Agent0,Analist12,10/06/24 5:09 PM,10/06/24 5:01 PM,20/06/24 10:11 AM,Product 4,Category26,293
1378,PLAT-57432,57432,PLAT,Low,Agent36,Analist9,10/06/24 5:00 PM,10/06/24 5:00 PM,11/06/24 12:29 PM,Product 4,Category2,2240
1379,PLAT-75999,75999,PLAT,Low,Agent40,Analist9,11/06/24 4:45 PM,10/06/24 4:55 PM,13/06/24 12:05 PM,Product 4,Category7,2184
1380,PLAT-45034,45034,PLAT,Low,Agent15,Analist2,10/06/24 4:55 PM,10/06/24 4:53 PM,12/06/24 1:56 PM,Product 4,Category5,2178
1381,PLAT-88016,88016,PLAT,Medium,Agent16,Analist5,10/06/24 4:49 PM,10/06/24 4:49 PM,13/06/24 4:50 PM,Product 4,Category14,509
1382,PLAT-77130,77130,PLAT,Low,Agent5,Analist11,11/06/24 10:00 AM,10/06/24 4:47 PM,11/06/24 4:36 PM,Product 4,Category31,767
1383,PLAT-99662,99662,PLAT,Low,Agent36,Analist9,10/06/24 4:41 PM,10/06/24 4:41 PM,11/06/24 4:46 PM,Product 4,Category14,1502
1384,DATA-45692,45692,DATA,Low,Agent21,Analist71,10/06/24 4:41 PM,10/06/24 4:41 PM,17/06/24 2:50 PM,Product 4,Category91,316
1385,ROUT-41546,41546,ROUT,Low,Agent37,Analist0,11/06/24 5:24 PM,10/06/24 4:40 PM,13/06/24 9:15 AM,Product 4,Category0,232
1386,PLAT-35592,35592,PLAT,Low,Agent40,Analist0,12/06/24 9:13 AM,10/06/24 4:39 PM,12/06/24 1:25 PM,Product 4,Category0,1205
1387,ROUT-42218,42218,ROUT,Low,Agent19,Analist0,11/06/24 8:13 AM,10/06/24 4:33 PM,12/06/24 5:03 PM,Product 4,Category13,327
1388,NET-04768,04768,NET,Medium,Agent27,Analist1,17/06/24 10:55 AM,10/06/24 4:32 PM,17/06/24 12:29 PM,Product 4,Category23,1876
1389,PLAT-75371,75371,PLAT,Low,Agent2,Analist11,27/06/24 8:20 AM,10/06/24 4:27 PM,28/06/24 8:57 AM,Product 4,Category31,1783
1390,BASE-90152,90152,BASE,High,Agent27,Analist28,10/06/24 4:22 PM,10/06/24 4:22 PM,11/06/24 1:35 PM,Product 4,Category10,605
1391,NET-22888,22888,NET,Medium,Agent27,Analist17,10/06/24 4:10 PM,10/06/24 4:10 PM,14/06/24 4:45 PM,Product 4,Category23,513
1392,PLAT-35962,35962,PLAT,Low,Agent15,Analist2,10/06/24 4:09 PM,10/06/24 4:09 PM,13/06/24 11:36 AM,Product 4,Category5,1856
1393,PLAT-40947,40947,PLAT,Low,Agent40,Analist5,10/06/24 4:05 PM,10/06/24 4:00 PM,10/06/24 4:08 PM,Product 4,Category7,133
1394,PLAT-26921,26921,PLAT,Low,Agent19,Analist29,18/06/24 9:34 AM,10/06/24 3:59 PM,27/06/24 4:08 PM,Product 4,Category3,944
1395,PLAT-24516,24516,PLAT,Low,Agent31,Analist29,10/06/24 3:52 PM,10/06/24 3:49 PM,14/06/24 12:42 PM,Product 4,Category11,2053
1396,NET-52696,52696,NET,High,Agent25,Analist61,10/06/24 3:33 PM,10/06/24 3:33 PM,18/06/24 5:01 PM,Product 4,Category57,1326
1397,PLAT-71846,71846,PLAT,Low,Agent24,Analist9,27/06/24 10:41 AM,10/06/24 3:28 PM,27/06/24 11:02 AM,Product 4,Category5,430
1398,PLAT-66963,66963,PLAT,Low,Agent21,Analist2,17/06/24 5:28 PM,10/06/24 3:25 PM,20/06/24 2:01 PM,Product 4,Category5,915
1399,CONN-1184,1184,CONN,High,Agent61,Analist22,10/06/24 3:19 PM,10/06/24 3:19 PM,19/06/24 3:20 PM,Product 4,Category10,1153
1400,ROUT-06512,06512,ROUT,Low,Agent23,Analist12,10/06/24 3:25 PM,10/06/24 3:18 PM,11/06/24 4:29 PM,Product 4,Category4,343
1401,PLAT-29797,29797,PLAT,Low,Agent83,Analist2,10/06/24 2:59 PM,10/06/24 2:59 PM,11/06/24 5:22 PM,Product 4,Category14,293
1402,PLAT-66038,66038,PLAT,Low,Agent16,Analist14,11/06/24 10:37 AM,10/06/24 2:52 PM,11/06/24 4:26 PM,Product 4,Category3,1749
1403,PLAT-32813,32813,PLAT,Low,Agent83,Analist11,10/06/24 2:49 PM,10/06/24 2:49 PM,11/06/24 4:22 PM,Product 4,Category33,584
1404,PLAT-37267,37267,PLAT,Low,Agent15,Analist2,12/06/24 4:53 PM,10/06/24 2:47 PM,13/06/24 9:18 AM,Product 4,Category5,1545
1405,ROUT-94355,94355,ROUT,Low,Agent2,Analist0,10/06/24 2:51 PM,10/06/24 2:43 PM,13/06/24 12:06 PM,Product 4,Category0,1373
1406,PLAT-10742,10742,PLAT,Low,Agent12,Analist8,10/06/24 2:36 PM,10/06/24 2:36 PM,28/06/24 9:44 AM,Product 4,Category5,1948
1407,PLAT-22917,22917,PLAT,Low,Agent16,Analist11,26/06/24 3:18 PM,10/06/24 2:35 PM,26/06/24 3:56 PM,Product 4,Category20,606
1408,CONN-1445,1445,CONN,Medium,Agent84,Analist58,10/06/24 2:29 PM,10/06/24 2:29 PM,28/06/24 10:03 AM,Product 4,Category55,2023
1409,BASE-06917,06917,BASE,Low,Agent5,Analist12,14/06/24 9:07 AM,10/06/24 1:50 PM,14/06/24 9:26 AM,Product 4,Category5,2246
1410,ROUT-11896,11896,ROUT,Low,Agent13,Analist0,13/06/24 5:57 PM,10/06/24 1:35 PM,14/06/24 3:32 PM,Product 4,Category0,2304
1411,ROUT-39028,39028,ROUT,Low,Agent78,Analist6,11/06/24 4:57 PM,10/06/24 1:30 PM,13/06/24 8:10 AM,Product 4,Category13,1787
1412,PLAT-91995,91995,PLAT,Medium,Agent5,Analist34,17/06/24 3:18 PM,10/06/24 12:49 PM,21/06/24 9:34 AM,Product 4,Category3,189
1413,SITE-54516,54516,SITE,Medium,Agent38,Analist10,10/06/24 12:47 PM,10/06/24 12:47 PM,10/06/24 3:10 PM,Product 4,Category20,1055
1414,ROUT-33509,33509,ROUT,Low,Agent55,Analist75,10/06/24 12:45 PM,10/06/24 12:45 PM,13/06/24 2:23 PM,Product 4,Category92,1823
1415,ROUT-35738,35738,ROUT,High,Agent25,Analist76,20/06/24 3:27 PM,10/06/24 12:45 PM,20/06/24 3:30 PM,Product 4,Category29,2162
1416,PLAT-09365,09365,PLAT,Medium,Agent5,Analist2,14/06/24 9:38 AM,10/06/24 12:19 PM,17/06/24 1:26 PM,Product 4,Category28,1890
1417,PLAT-93967,93967,PLAT,Low,Agent26,Analist8,25/06/24 9:24 AM,10/06/24 12:04 PM,25/06/24 9:46 AM,Product 4,Category5,1222
1418,PLAT-86939,86939,PLAT,Low,Agent30,Analist2,18/06/24 10:03 AM,10/06/24 12:02 PM,18/06/24 10:48 AM,Product 4,Category3,1102
1419,ROUT-23352,23352,ROUT,Medium,Agent79,Analist47,10/06/24 11:53 AM,10/06/24 11:53 AM,19/06/24 7:00 PM,Product 4,Category4,783
1420,ROUT-21930,21930,ROUT,Low,Agent83,Analist21,10/06/24 11:47 AM,10/06/24 11:47 AM,17/06/24 1:26 PM,Product 4,Category0,1210
1421,ROUT-60581,60581,ROUT,Low,Agent2,Analist30,10/06/24 11:40 AM,10/06/24 11:40 AM,12/06/24 5:03 PM,Product 4,Category68,2242
1422,PLAT-33556,33556,PLAT,Low,Agent20,Analist11,10/06/24 11:41 AM,10/06/24 11:26 AM,11/06/24 10:28 AM,Product 4,Category7,2250
1423,NET-13734,13734,NET,Medium,Agent27,Analist61,10/06/24 11:23 AM,10/06/24 11:23 AM,10/06/24 11:40 AM,Product 4,Category10,1514
1424,ROUT-47417,47417,ROUT,High,Agent26,Analist1,13/06/24 11:14 AM,10/06/24 11:23 AM,14/06/24 5:13 PM,Product 4,Category16,208
1425,ROUT-47986,47986,ROUT,Low,Agent18,Analist21,10/06/24 11:23 AM,10/06/24 11:23 AM,25/06/24 9:11 AM,Product 4,Category14,41
1426,ROUT-78776,78776,ROUT,Low,Agent37,Analist4,10/06/24 11:28 AM,10/06/24 11:23 AM,27/06/24 1:33 PM,Product 4,Category7,1126
1427,SITE-95898,95898,SITE,Medium,Agent55,Analist10,10/06/24 11:22 AM,10/06/24 11:22 AM,10/06/24 12:05 PM,Product 4,Category7,206
1428,PLAT-42745,42745,PLAT,Low,Agent4,Analist2,10/06/24 11:40 AM,10/06/24 11:20 AM,13/06/24 10:10 AM,Product 4,Category7,1441
1429,SITE-43958,43958,SITE,Low,Agent58,Analist10,10/06/24 11:08 AM,10/06/24 11:08 AM,12/06/24 11:30 AM,Product 4,Category52,860
1430,PLAT-66249,66249,PLAT,High,Agent25,Analist9,10/06/24 11:01 AM,10/06/24 11:01 AM,11/06/24 5:12 PM,Product 4,Category18,920
1431,PLAT-33730,33730,PLAT,Low,Agent24,Analist1,10/06/24 10:57 AM,10/06/24 10:56 AM,11/06/24 2:50 PM,Product 4,Category9,392
1432,ROUT-25820,25820,ROUT,High,Agent22,Analist30,25/06/24 1:48 PM,10/06/24 10:52 AM,26/06/24 3:43 PM,Product 4,Category9,342
1433,BASE-42290,42290,BASE,Medium,Agent27,Analist49,10/06/24 10:28 AM,10/06/24 10:28 AM,10/06/24 11:36 AM,Product 4,Category10,2255
1434,NET-35145,35145,NET,Medium,Agent27,Analist6,10/06/24 10:04 AM,10/06/24 10:04 AM,17/06/24 8:10 AM,Product 4,Category37,2237
1435,PLAT-67121,67121,PLAT,Low,Agent41,Analist2,10/06/24 10:03 AM,10/06/24 10:03 AM,11/06/24 5:38 PM,Product 4,Category36,1150
1436,PLAT-79949,79949,PLAT,Low,Agent2,Analist6,10/06/24 9:45 AM,10/06/24 9:43 AM,11/06/24 10:28 AM,Product 4,Category7,1712
1437,PLAT-49115,49115,PLAT,Not Informed,Agent15,Analist54,13/06/24 9:44 AM,10/06/24 9:43 AM,20/06/24 1:38 PM,Product 4,Category5,235
1438,ROUT-32961,32961,ROUT,Low,Agent41,Analist12,10/06/24 8:59 AM,10/06/24 8:59 AM,20/06/24 11:49 AM,Product 4,Category0,416
1439,CONN-5548,5548,CONN,Medium,Agent72,Analist22,10/06/24 8:47 AM,10/06/24 8:47 AM,14/06/24 9:01 AM,Product 4,Category51,1843
1440,PLAT-56302,56302,PLAT,Medium,Agent45,Analist2,10/06/24 5:43 AM,10/06/24 5:43 AM,27/06/24 10:06 AM,Product 4,Category3,98
1441,PLAT-48170,48170,PLAT,Medium,Agent45,Analist8,19/06/24 10:04 AM,10/06/24 5:10 AM,19/06/24 4:09 PM,Product 4,Category11,2122
1442,ROUT-84627,84627,ROUT,Low,Agent45,Analist1,10/06/24 3:14 PM,10/06/24 3:19 AM,12/06/24 10:29 AM,Product 4,Category0,1653
1443,ROUT-95706,95706,ROUT,Low,Agent53,Analist12,10/06/24 3:15 PM,10/06/24 2:27 AM,11/06/24 11:31 AM,Product 4,Category0,1319
1444,SITE-65357,65357,SITE,Medium,Agent53,Analist10,10/06/24 12:14 AM,10/06/24 12:14 AM,17/06/24 12:56 PM,Product 4,Category2,1226
1445,PLAT-35888,35888,PLAT,Low,Agent34,Analist14,18/06/24 11:09 AM,09/06/24 11:04 PM,18/06/24 3:27 PM,Product 4,Category93,2239
1446,CONN-2180,2180,CONN,Low,Agent23,Analist39,09/06/24 8:36 PM,09/06/24 8:36 PM,19/06/24 9:16 AM,Product 4,Category37,2321
1447,PLAT-58144,58144,PLAT,Low,Agent34,Analist7,09/06/24 5:41 PM,09/06/24 5:41 PM,10/06/24 8:06 AM,Product 4,Category7,450
1448,PLAT-63945,63945,PLAT,Low,Agent48,Analist9,19/06/24 9:28 AM,09/06/24 4:49 PM,19/06/24 9:40 AM,Product 4,Category81,330
1449,PLAT-39190,39190,PLAT,Low,Agent41,Analist26,10/06/24 10:23 AM,09/06/24 4:42 PM,11/06/24 5:58 PM,Product 4,Category85,2021
1450,PLAT-57651,57651,PLAT,Low,Agent48,Analist7,11/06/24 9:30 AM,09/06/24 4:33 PM,11/06/24 10:29 AM,Product 4,Category85,2299
1451,PLAT-21404,21404,PLAT,Medium,Agent48,Analist5,09/06/24 4:05 PM,09/06/24 4:05 PM,13/06/24 3:44 PM,Product 4,Category0,209
1452,PLAT-18442,18442,PLAT,Low,Agent40,Analist8,11/06/24 9:47 AM,09/06/24 3:51 PM,11/06/24 4:03 PM,Product 4,Category38,618
1453,PLAT-01940,01940,PLAT,Low,Agent48,Analist9,17/06/24 9:34 AM,09/06/24 3:43 PM,17/06/24 4:36 PM,Product 4,Category1,1121
1454,PLAT-09032,09032,PLAT,Low,Agent40,Analist11,12/06/24 3:29 PM,09/06/24 3:14 PM,20/06/24 3:39 PM,Product 4,Category76,983
1455,ROUT-32818,32818,ROUT,Low,Agent48,Analist9,09/06/24 3:02 PM,09/06/24 3:02 PM,10/06/24 8:47 AM,Product 4,Category0,1610
1456,PLAT-53754,53754,PLAT,Low,Agent20,Analist27,09/06/24 3:23 PM,09/06/24 2:53 PM,25/06/24 1:56 PM,Product 4,Category7,1297
1457,NET-25943,25943,NET,Low,Agent48,Analist17,09/06/24 2:40 PM,09/06/24 2:40 PM,14/06/24 4:45 PM,Product 4,Category57,207
1458,PLAT-38614,38614,PLAT,Low,Agent20,Analist14,11/06/24 5:13 PM,09/06/24 10:09 AM,12/06/24 9:27 AM,Product 4,Category7,2254
1459,PLAT-59589,59589,PLAT,Medium,Agent41,Analist2,09/06/24 10:03 AM,09/06/24 10:03 AM,11/06/24 10:28 AM,Product 4,Category7,2067
1460,SITE-49581,49581,SITE,Low,Agent33,Analist2,18/06/24 12:40 AM,09/06/24 3:48 AM,18/06/24 9:03 AM,Product 4,Category39,1290
1461,PLAT-94995,94995,PLAT,Low,Agent33,Analist9,11/06/24 3:23 AM,09/06/24 3:34 AM,11/06/24 8:43 AM,Product 4,Category7,1066
1462,PLAT-42288,42288,PLAT,Low,Agent33,Analist9,10/06/24 12:14 PM,09/06/24 3:23 AM,10/06/24 12:19 PM,Product 4,Category7,1802
1463,ROUT-62555,62555,ROUT,Low,Agent32,Analist1,21/06/24 12:09 AM,09/06/24 3:17 AM,21/06/24 12:33 PM,Product 4,Category46,1633
1464,PLAT-95713,95713,PLAT,Low,Agent33,Analist14,21/06/24 1:57 AM,09/06/24 3:16 AM,21/06/24 8:40 AM,Product 4,Category39,2230
1465,ROUT-96150,96150,ROUT,Low,Agent33,Analist12,11/06/24 10:28 AM,09/06/24 3:00 AM,11/06/24 10:50 AM,Product 4,Category4,864
1466,PLAT-48350,48350,PLAT,Low,Agent33,Analist6,13/06/24 1:49 PM,09/06/24 2:52 AM,13/06/24 1:58 PM,Product 4,Category5,291
1467,SITE-25431,25431,SITE,Low,Agent33,Analist10,10/06/24 12:03 PM,09/06/24 2:31 AM,10/06/24 11:28 PM,Product 4,Category3,1478
1468,PLAT-67107,67107,PLAT,Low,Agent33,Analist7,09/06/24 2:07 AM,09/06/24 2:07 AM,10/06/24 8:49 AM,Product 4,Category7,319
1469,ROUT-36230,36230,ROUT,Low,Agent56,Analist12,10/06/24 3:13 PM,09/06/24 1:27 AM,11/06/24 11:40 AM,Product 4,Category4,961
1470,SITE-42502,42502,SITE,Low,Agent32,Analist10,09/06/24 12:32 AM,09/06/24 12:32 AM,10/06/24 4:14 PM,Product 4,Category14,912
1471,SITE-51984,51984,SITE,Medium,Agent16,Analist10,08/06/24 4:44 PM,08/06/24 4:44 PM,21/06/24 2:16 PM,Product 4,Category7,1580
1472,CONN-7917,7917,CONN,High,Agent16,Analist39,08/06/24 4:14 PM,08/06/24 4:14 PM,26/06/24 4:04 PM,Product 4,Category8,37
1473,ROUT-86690,86690,ROUT,Low,Agent35,Analist77,08/06/24 3:47 PM,08/06/24 3:47 PM,14/06/24 3:28 PM,Product 4,Category0,788
1474,PLAT-78171,78171,PLAT,Low,Agent24,Analist5,08/06/24 3:38 PM,08/06/24 3:38 PM,17/06/24 10:47 AM,Product 4,Category21,1969
1475,PLAT-43005,43005,PLAT,Low,Agent15,Analist14,17/06/24 4:46 PM,08/06/24 3:18 PM,18/06/24 8:38 AM,Product 4,Category7,1821
1476,DATA-38810,38810,DATA,Low,Agent15,Analist3,18/06/24 1:23 PM,08/06/24 3:00 PM,19/06/24 4:54 PM,Product 4,Category29,1305
1477,PLAT-41922,41922,PLAT,Low,Agent15,Analist29,08/06/24 2:35 PM,08/06/24 2:35 PM,23/06/24 1:28 PM,Product 4,Category6,1122
1478,PLAT-44510,44510,PLAT,Low,Agent24,Analist4,27/06/24 4:29 PM,08/06/24 2:23 PM,28/06/24 8:16 AM,Product 4,Category12,78
1479,PLAT-17831,17831,PLAT,Low,Agent24,Analist3,08/06/24 9:39 AM,08/06/24 9:39 AM,08/06/24 9:40 AM,Product 4,Category22,1232
1480,PLAT-40932,40932,PLAT,Low,Agent24,Analist14,08/06/24 8:58 AM,08/06/24 8:58 AM,10/06/24 3:27 PM,Product 4,Category6,235
1481,PLAT-89165,89165,PLAT,Low,Agent32,Analist4,08/06/24 5:19 AM,08/06/24 5:19 AM,10/06/24 4:30 PM,Product 4,Category14,1881
1482,ROUT-49177,49177,ROUT,Low,Agent32,Analist70,10/06/24 3:17 PM,08/06/24 3:24 AM,19/06/24 1:06 AM,Product 4,Category76,180
1483,ROUT-77734,77734,ROUT,Low,Agent32,Analist47,08/06/24 1:16 AM,08/06/24 1:16 AM,11/06/24 4:22 PM,Product 4,Category4,1562
1484,ROUT-00221,00221,ROUT,Medium,Agent85,Analist2,13/06/24 2:59 PM,08/06/24 12:53 AM,14/06/24 8:35 AM,Product 4,Category4,497
1485,PLAT-19130,19130,PLAT,Low,Agent33,Analist2,11/06/24 9:48 AM,07/06/24 11:15 PM,11/06/24 2:31 PM,Product 4,Category5,1791
1486,PLAT-54210,54210,PLAT,Low,Agent56,Analist11,24/06/24 9:27 AM,07/06/24 10:36 PM,24/06/24 11:16 AM,Product 4,Category22,2145
1487,PLAT-97856,97856,PLAT,Low,Agent0,Analist11,11/06/24 10:21 AM,07/06/24 10:32 PM,11/06/24 11:37 AM,Product 4,Category12,1887
